inn,short_name,region,address,net_profit_2021,2022,2023,2024,net_profit_2025,growth_pct
7811499400,"ООО ""ВЕКТОР""",САНКТ-ПЕТЕРБУРГ,"192148, САНКТ-ПЕТЕРБУРГ, ЕЛИЗАРОВА, 34, Л, 305",6641.0,29520.0,10297.0,55678.0,65699.0,889.2937810570696
7811523780,"ООО ""АВК-СТРОЙ""",САНКТ-ПЕТЕРБУРГ,"193091, САНКТ-ПЕТЕРБУРГ, ОКТЯБРЬСКАЯ, 6, В, 10-Н",2781.0,357.0,163.0,7113.0,6555.0,135.70658036677455
7811532111,"ООО ""ГЖС""",САНКТ-ПЕТЕРБУРГ,"192029, САНКТ-ПЕТЕРБУРГ, БАБУШКИНА, 3, А, 30Н",-7130.0,6233.0,315.0,-3981.0,-5293.0,25.764375876577837
7811533718,"ООО ""НТЦ ФАРАДЕЙ""",САНКТ-ПЕТЕРБУРГ,"192012, САНКТ-ПЕТЕРБУРГ, ОБУХОВСКОЙ ОБОРОНЫ, 271, Ж, 265",22244.0,13390.0,3120.0,18681.0,14857.0,-33.2089552238806
7811538191,"ООО ""РИНАКО""",САНКТ-ПЕТЕРБУРГ,"195112, САНКТ-ПЕТЕРБУРГ, НОВОЧЕРКАССКИЙ, 33, А, 29-Н",4162.0,4326.0,9683.0,11961.0,921.0,-77.87121576165306
7811542374,"ООО ""ЭКСПРЕСС ВЕНТ""",САНКТ-ПЕТЕРБУРГ,"192029, САНКТ-ПЕТЕРБУРГ, ПРОФЕССОРА КАЧАЛОВА, 9, А, 44 (7-Н Р/М 10)",1603.0,-7100.0,,,,
7811544942,"ООО ""СЗ ""ВЫМПЕЛ""",САНКТ-ПЕТЕРБУРГ,"199226, САНКТ-ПЕТЕРБУРГ, АЛЕКСАНДРА ГРИНА, 1, 1, 14-Н 4 ЭТАЖ ОФИС 16",817.0,-493.0,113.0,21.0,317.0,-61.19951040391677
7811548190,"ООО ""ВЕКТОР""",САНКТ-ПЕТЕРБУРГ,"192174, САНКТ-ПЕТЕРБУРГ, БАБУШКИНА, 111, А, 4Н ОФИС  4",426.0,4309.0,4311.0,60260.0,10396.0,2340.37558685446
7811553048,"ООО ""СК ""ДИРЕКТИВА""",САНКТ-ПЕТЕРБУРГ,"192029, САНКТ-ПЕТЕРБУРГ, ОБУХОВСКОЙ ОБОРОНЫ, 70, 2, 1-Н",-330.0,2387.0,1717.0,-146.0,-443.0,-34.24242424242424
7811556391,"ООО ""СК ""ПЕТРОГРАД""",САНКТ-ПЕТЕРБУРГ,"197343, САНКТ-ПЕТЕРБУРГ, МАТРОСА ЖЕЛЕЗНЯКА, 57, А, 135Н",2140.0,5115.0,2783.0,-2367.0,204.0,-90.46728971962617
7811558261,"ООО ""СК КОНТИНЕНТ""",ЛЕНИНГРАДСКАЯ,"188692, ЛЕНИНГРАДСКАЯ, ВСЕВОЛОЖСКИЙ, КУДРОВО, ЕВРОПЕЙСКИЙ, 13, 2, 19-Н",-21845.0,,,,,
7811559850,"ООО ""КОММУНАЛЬНЫЕ УСЛУГИ""",САНКТ-ПЕТЕРБУРГ,"192281, САНКТ-ПЕТЕРБУРГ, ДУНАЙСКИЙ, 34/16, А, 236",-2436.0,-3810.0,,,,
7811562123,"ООО ""РСП""",САНКТ-ПЕТЕРБУРГ,"192012, САНКТ-ПЕТЕРБУРГ, ОБУХОВСКОЙ ОБОРОНЫ, 271, А, 617",6615.0,2691.0,146.0,3.0,-13.0,-100.19652305366591
7811585473,"ООО ""ГК Р.О.С.С.""",САНКТ-ПЕТЕРБУРГ,"195277, САНКТ-ПЕТЕРБУРГ, ГЕЛЬСИНГФОРССКАЯ, 2, А, 9-Н",546.0,23001.0,4108.0,1127.0,68.0,-87.54578754578755
7811594580,"ООО ""СТРОЙ-АЛЬЯНС""",САНКТ-ПЕТЕРБУРГ,"192029, САНКТ-ПЕТЕРБУРГ, СЕДОВА, 11, А, 722",741.0,3660.0,12160.0,2893.0,3207.0,332.79352226720647
7811596958,"ООО ""ПРОМОНТАЖ""",САНКТ-ПЕТЕРБУРГ,"192174, САНКТ-ПЕТЕРБУРГ, ШЕЛГУНОВА, 7, 1 ЛИТЕР А, 25Н",840.0,1535.0,-880.0,152.0,68.0,-91.9047619047619
7811598426,"ООО ""ЛЮНЕТТА""",САНКТ-ПЕТЕРБУРГ,"192076, САНКТ-ПЕТЕРБУРГ, РЫБАЦКИЙ, 27, 207",788945.0,-1032.0,-42021.0,,,
7811600202,"ООО ""ВОЛКСКРУПП АЕ""",САНКТ-ПЕТЕРБУРГ,"199178, САНКТ-ПЕТЕРБУРГ, 3-Я В.О., 62, А, 15-Н, ПОМ. 3",28959.0,0.0,0.0,-299284.0,0.0,-100.0
7811600890,"ООО ""АБЗ ""НЕВСКИЙ""",САНКТ-ПЕТЕРБУРГ,"192012, САНКТ-ПЕТЕРБУРГ, ОБУХОВСКОЙ ОБОРОНЫ, 116, 1, 3-Н",2361.0,2031.0,1816.0,157.0,58.0,-97.5434138077086
7811612470,"ООО ""СТРОЙСИЛА""",САНКТ-ПЕТЕРБУРГ,"197110, САНКТ-ПЕТЕРБУРГ, ЧКАЛОВСКИЙ, 15, А, 1/504",465.0,114.0,,,,
7811613314,"ООО ""ДСА ГРУПП""",САНКТ-ПЕТЕРБУРГ,"193313, САНКТ-ПЕТЕРБУРГ, БОЛЬШЕВИКОВ, 7, 3, 49-Н",5033.0,1039.0,7954.0,14999.0,-4767.0,-194.71488178025032
7811637499,"ООО ""ПРОГРЕСС""",САНКТ-ПЕТЕРБУРГ,"197110, САНКТ-ПЕТЕРБУРГ, МАЛАЯ РАЗНОЧИННАЯ, 9, А, 10-Н",1771.0,1487.0,1294.0,785.0,19.0,-98.92715979672502
7811659380,"ООО ""ПСО ""ЛЕНОБЛСТРОЙ""",САНКТ-ПЕТЕРБУРГ,"192029, САНКТ-ПЕТЕРБУРГ, СЕДОВА, 1, 2, 2",18051.0,55267.0,20736.0,2847.0,25159.0,39.37731981607667
7811705170,"ООО ""ПРЕМЬЕР-СТРОЙ""",САНКТ-ПЕТЕРБУРГ,"192174, САНКТ-ПЕТЕРБУРГ, АЛЕКСАНДРОВСКОЙ ФЕРМЫ, 17, Д, 4-Н",347.0,-1783.0,53.0,15.0,6.0,-98.27089337175792
7811705519,"ООО ""СК ПАРИТЕТ""",САНКТ-ПЕТЕРБУРГ,"191119, САНКТ-ПЕТЕРБУРГ, ОБВОДНОГО КАНАЛА, 93А, А, 5Н №№1411-1413",3746.0,8358.0,8951.0,1668.0,75.0,-97.99786438868125
7811705847,"ООО ""СТИ""",САНКТ-ПЕТЕРБУРГ,"197374, САНКТ-ПЕТЕРБУРГ, САВУШКИНА, 126, Б, 20-Н",1950.0,3233.0,1842.0,0.0,,
7811709753,"ООО ""ПК""",САНКТ-ПЕТЕРБУРГ,"194292, САНКТ-ПЕТЕРБУРГ, 3-Й ВЕРХНИЙ, 5, У, 11",1738.0,5704.0,718.0,-104730.0,,
7811718356,"ООО ""ВИКОМ""",САНКТ-ПЕТЕРБУРГ,"192029, САНКТ-ПЕТЕРБУРГ, ОЛЬМИНСКОГО, 10, А, 3-Н",6842.0,6186.0,1516.0,144.0,40.0,-99.4153756211634
7811722923,"ООО ""МЕРИДИАН""",САНКТ-ПЕТЕРБУРГ,"192148, САНКТ-ПЕТЕРБУРГ, СЕДОВА, 13, А, 13-Н КОМ. 28-32 (ОФИС 320)",-4775.0,-257440.0,-302.0,-38.0,,
7811726773,"ООО ""АНДЕГРАУНД МАСТЕР""",САНКТ-ПЕТЕРБУРГ,"192174, САНКТ-ПЕТЕРБУРГ, АЛЕКСАНДРОВСКОЙ ФЕРМЫ, 17, А, 4-Н",433.0,693.0,727.0,628.0,244.0,-43.648960739030024
7811726780,"ООО ""ОСНОВА""",САНКТ-ПЕТЕРБУРГ,"194362, САНКТ-ПЕТЕРБУРГ, ПАРГОЛОВО, ВЫБОРГСКОЕ, 393, А, 3",447.0,554.0,594.0,747.0,115.0,-74.27293064876957
7811730586,"ООО ""ТСП-ИНЖИНИРИНГ""",САНКТ-ПЕТЕРБУРГ,"193091, САНКТ-ПЕТЕРБУРГ, ОКТЯБРЬСКАЯ, 6, В, 11-Н(70)",350.0,303.0,2292.0,451.0,354.0,1.1428571428571428
7811734848,"ООО ""МОНОЛИТСТРОЙ-2""",САНКТ-ПЕТЕРБУРГ,"193230, САНКТ-ПЕТЕРБУРГ, КРЫЛЕНКО, 3А, А, 2-Н, ОФ.№ 2.1",3571.0,1683.0,6397.0,3469.0,503.0,-85.91430971716606
7811741669,"ООО СК ""ПАМИР-1""",САНКТ-ПЕТЕРБУРГ,"193079, САНКТ-ПЕТЕРБУРГ, ОКТЯБРЬСКАЯ, 104, 43, 204А",25968.0,20848.0,40316.0,3260.0,3995.0,-84.61568083795441
7811770050,"ООО ""СТРОЙ-ИНВЕСТ 78""",САНКТ-ПЕТЕРБУРГ,"192029, САНКТ-ПЕТЕРБУРГ, ПРОФЕССОРА КАЧАЛОВА, 11, А, 29 ОФИС 513.6",,1066.0,40242.0,-35135.0,,
7811772681,"ООО ""АЛИТКОМ""",САНКТ-ПЕТЕРБУРГ,"193231, САНКТ-ПЕТЕРБУРГ, РОССИЙСКИЙ, 3, 1, 161",13481.0,37705.0,53707.0,12786.0,3007.0,-77.6945330465099
7812010171,"ЗАО ""ФИРМА ОРИОН-В""",САНКТ-ПЕТЕРБУРГ,"191036, САНКТ-ПЕТЕРБУРГ, ЛИГОВСКИЙ, 81, А",-2157.0,-2264.0,5.0,-3241.0,-702.0,67.4547983310153
7812017145,"ООО ""ВОЗРОЖДЕНИЕ""",САНКТ-ПЕТЕРБУРГ,"194356, САНКТ-ПЕТЕРБУРГ, ВЫБОРГСКОЕ, 34, А, 401",1703.0,4181.0,36.0,3205.0,2935.0,72.3429242513212
7813004340,"АО ""ДОРОРС""",САНКТ-ПЕТЕРБУРГ,"197373, САНКТ-ПЕТЕРБУРГ, ДОЛГООЗЁРНАЯ, 6, 1 ЛИТЕР А, 239",-21184.0,-3409.0,10010.0,-253.0,643.0,103.03530966767372
7813046090,"АО ""УНР-47""",САНКТ-ПЕТЕРБУРГ,"197136, САНКТ-ПЕТЕРБУРГ, ПОДКОВЫРОВА, 7",251.0,342.0,12521.0,78.0,500.0,99.20318725099602
7813105556,"ООО ""СТРОЙЧЕМИНИ""",САНКТ-ПЕТЕРБУРГ,"194214, САНКТ-ПЕТЕРБУРГ, ТОРЕЗА, 118, 1, 30-Н",2460.0,2535.0,6390.0,452.0,269.0,-89.0650406504065
7813184156,"ООО ""МИДАС""",САНКТ-ПЕТЕРБУРГ,"196006, САНКТ-ПЕТЕРБУРГ, ТАШКЕНТСКАЯ, 1, А, 16Н",5607.0,7533.0,2531.0,1355.0,36002.0,542.0902443374354
7813193866,"ООО СК ""КОЗЕРОГ""",САНКТ-ПЕТЕРБУРГ,"191124, САНКТ-ПЕТЕРБУРГ, СИНОПСКАЯ, 64, А, 15-Н",15100.0,5370.0,-10423.0,-5017.0,0.0,-100.0
7813213103,"ООО ""СТРОЙКОМПЛЕКТ""",САНКТ-ПЕТЕРБУРГ,"199106, САНКТ-ПЕТЕРБУРГ, БОЛЬШОЙ В.О., 84, А, 19-Н, №512",-153.0,0.0,-180.0,-4.0,-11373.0,-7333.333333333333
7813213382,"ООО ""СТРОЙРЕСУРС""",САНКТ-ПЕТЕРБУРГ,"197022, САНКТ-ПЕТЕРБУРГ, ПРОФЕССОРА ПОПОВА, 23, В, 19-Н",4722.0,5903.0,5527.0,18786.0,35269.0,646.9080897924608
7813215340,"ООО ""ПУШКАРСКАЯ ДЕВЕЛОПМЕНТ""",САНКТ-ПЕТЕРБУРГ,"197136, САНКТ-ПЕТЕРБУРГ, БОЛЬШОЙ П.С., 58, А, 6-9",-4588.0,1034.0,1984.0,22142.0,25297.0,651.3731473408892
7813246282,"ООО ""КМ-СТРОЙ""",САНКТ-ПЕТЕРБУРГ,"197110, САНКТ-ПЕТЕРБУРГ, ЛЕВАШОВСКИЙ, 12, А, 33-Н/510",26293.0,19469.0,20321.0,84118.0,61388.0,133.47659072757008
7813253579,"ООО ""ЭЛЬБРУС""",САНКТ-ПЕТЕРБУРГ,"197022, САНКТ-ПЕТЕРБУРГ, ПРОФЕССОРА ПОПОВА, 32, А, 2Н",2739.0,-151.0,3970.0,2825.0,14307.0,422.34392113910184
7813254413,"ООО ""ТД ""ДИН""",САНКТ-ПЕТЕРБУРГ,"196624, САНКТ-ПЕТЕРБУРГ, ШУШАРЫ, ПЕРВОМАЙСКАЯ, 16, А, 26-Н",-88.0,-26.0,-2.0,48.0,347.0,494.3181818181818
7813268511,"ООО ""ТЕРУЭЛЬ""",САНКТ-ПЕТЕРБУРГ,"192174, САНКТ-ПЕТЕРБУРГ, СЕДОВА, 91, 1, 40",-1578.0,-1623.0,-1607.0,-1540.0,-4139.0,-162.29404309252217
7813271240,"ООО ""ПМК""",САНКТ-ПЕТЕРБУРГ,"197110, САНКТ-ПЕТЕРБУРГ, ПЕТРОВСКАЯ, 1, 1, 106",3970.0,3057.0,,,,
7813276791,"ООО ""СПЕКТР""",САНКТ-ПЕТЕРБУРГ,"197110, САНКТ-ПЕТЕРБУРГ, БАРОЧНАЯ, 10, 1 ЛИТЕР А, 10-Н КОМ. 3",629.0,-1604.0,,0.0,,
7813281657,"ООО ""БАЗИС""",САНКТ-ПЕТЕРБУРГ,"194021, САНКТ-ПЕТЕРБУРГ, 2-Й МУРИНСКИЙ, 34, 1, 35-Н",7944.0,23883.0,24782.0,41506.0,3669.0,-53.81419939577039
7813284915,"ООО ""ТЕХНОСТРОЙ""",САНКТ-ПЕТЕРБУРГ,"199226, САНКТ-ПЕТЕРБУРГ, АЛЕКСАНДРА ГРИНА, 1, 1, 14-Н 4 ЭТАЖ ОФИС 3/1",5409.0,939.0,66.0,-40.0,0.0,-100.0
7813292828,"ООО ""ТЕХНОСТРОЙ""",САНКТ-ПЕТЕРБУРГ,"199034, САНКТ-ПЕТЕРБУРГ, 17-Я В.О., 4-6, Е, 1Н/2Н/3Н/4Н",30368.0,3541.0,5422.0,30912.0,4357.0,-85.65266069546892
7813294991,"ООО ""ЕВРОИНВЕСТ ДЕВЕЛОПМЕНТ""",САНКТ-ПЕТЕРБУРГ,"191014, САНКТ-ПЕТЕРБУРГ, РЫЛЕЕВА, 11, А, 7-Н, 17-Н",195386.0,262589.0,5210.0,3417768.0,561108.0,187.17922471415557
7813310523,"ООО ""СК ""БИС""",САНКТ-ПЕТЕРБУРГ,"196247, САНКТ-ПЕТЕРБУРГ, ЛЕНИНСКИЙ, 151, А, 206",703.0,-817.0,3196.0,,,
7813330914,"ООО ""ТРАНСЭТ""",САНКТ-ПЕТЕРБУРГ,"192236, САНКТ-ПЕТЕРБУРГ, СОФИЙСКАЯ, 17, А, 222",20238.0,114737.0,4334.0,2891.0,50.0,-99.75294001383536
7813337589,"ООО ""КОНЦЕРН ""ЛЕНПРОМСТРОЙ""",САНКТ-ПЕТЕРБУРГ,"190031, САНКТ-ПЕТЕРБУРГ, РЕКИ ФОНТАНКИ, 113, А, 18-Н ОФИС 33",6383.0,1974.0,-1731.0,,-430214.0,-6839.996866677112
7813350741,"ООО ""ВОЛГА""",САНКТ-ПЕТЕРБУРГ,"199178, САНКТ-ПЕТЕРБУРГ, МАЛЫЙ В.О., 58",-6108.0,-1886.0,19.0,566020.0,27055.0,542.9436804191224
7813355612,"ООО ""ТРАНСЕПТ ГРУПП""",САНКТ-ПЕТЕРБУРГ,"190000, САНКТ-ПЕТЕРБУРГ, КОННОГВАРДЕЙСКИЙ, 9, Б, 13 Н",-51591.0,-14162.0,25857.0,47220.0,16860.0,132.68011862534163
7813361736,"ООО  ""ПИК""",САНКТ-ПЕТЕРБУРГ,"197198, САНКТ-ПЕТЕРБУРГ, МАЛАЯ ПУШКАРСКАЯ, 22-24, А, 11-Н",7879.0,11627.0,6396.0,16123.0,42688.0,441.7946439903541
7813392389,"ООО ""ОМЕГА""",ЛЕНИНГРАДСКАЯ,"188304, ЛЕНИНГРАДСКАЯ, ГАТЧИНСКИЙ, ГАТЧИНА, ПРАВДЫ, 9, 3",4242.0,8407.0,854.0,2162.0,3976.0,-6.270627062706271
7813394940,"ООО ""СМУ - 13""",САНКТ-ПЕТЕРБУРГ,"197183, САНКТ-ПЕТЕРБУРГ, СЕСТРОРЕЦКАЯ, 8, А, 35 Н ОФИС 1",1533.0,1279.0,44222.0,11149.0,17318.0,1029.6803652968035
7813411472,"ООО ""АЛЮР""",САНКТ-ПЕТЕРБУРГ,"197198, САНКТ-ПЕТЕРБУРГ, КРАСНОСЕЛЬСКАЯ, 16, ПОМ. 5Н",738.0,108.0,267.0,,,
7813412109,"ООО ""МЕТЕОРПЛЮС""",НОВОСИБИРСКАЯ,"630054, НОВОСИБИРСКАЯ, НОВОСИБИРСК, ТИТОВА, 31/1, 1",3410.0,1922.0,1577.0,6290.0,6011.0,76.27565982404693
7813418990,"ООО ""АВРОРА БАУ АГ""",САНКТ-ПЕТЕРБУРГ,"199034, САНКТ-ПЕТЕРБУРГ, БОЛЬШОЙ В.О., 18, А, 72-Н, КАБИНЕТ 358",254.0,427.0,1688.0,1089.0,1860.0,632.2834645669292
7813423020,"ООО ""РЭСМ""",САНКТ-ПЕТЕРБУРГ,"192029, САНКТ-ПЕТЕРБУРГ, ОБУХОВСКОЙ ОБОРОНЫ, 86, К, 21Н",5173.0,12093.0,6281.0,37860.0,8880.0,71.66054513821767
7813427641,"АО ""НГ""",САНКТ-ПЕТЕРБУРГ,"197110, САНКТ-ПЕТЕРБУРГ, БАРОЧНАЯ, 10, 1, 16-Н:29(ЧАСТЬ)",-4252.0,622.0,8875.0,849.0,586.0,113.78174976481657
7813432987,"ЗАО ""ИГБ ГРУПП ЛТД""",САНКТ-ПЕТЕРБУРГ,"197110, САНКТ-ПЕТЕРБУРГ, БОЛЬШАЯ РАЗНОЧИННАЯ, 30, К, 314",224.0,1098.0,1186.0,738.0,1988.0,787.5
7813439894,"ООО ""ПГС""",САНКТ-ПЕТЕРБУРГ,"193168, САНКТ-ПЕТЕРБУРГ, ДЫБЕНКО, 16, Б, 5-Н",-44703.0,-62471.0,21065.0,318933.0,165753.0,470.78719549023555
7813466312,"ООО ""ГАЛАКТИКСТРОЙ""",САНКТ-ПЕТЕРБУРГ,"199155, САНКТ-ПЕТЕРБУРГ, УРАЛЬСКАЯ, 13, К, 1-Н",3837.0,12.0,1.0,-5042.0,,
7813474909,"ООО ""ДВК-ДОРСТРОЙ""",САНКТ-ПЕТЕРБУРГ,"197198, САНКТ-ПЕТЕРБУРГ, БОЛЬШАЯ МОНЕТНАЯ, 16, 1, 5-Н №514",31169.0,20264.0,31820.0,36049.0,6837.0,-78.064743815971
7813475980,"ООО ""РСТИ НА ГЛУХАРСКОЙ (СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК)""",САНКТ-ПЕТЕРБУРГ,"197198, САНКТ-ПЕТЕРБУРГ, ДОБРОЛЮБОВА, 17, С, 12-Н",60480.0,400114.0,765666.0,460849.0,2756518.0,4457.734788359788
7813476712,"ООО ""СК ""ВИТА""",САНКТ-ПЕТЕРБУРГ,"197198, САНКТ-ПЕТЕРБУРГ, БОЛЬШАЯ ПУШКАРСКАЯ, 20, А, 110-Н (Ч.15) ОФИС 3",736.0,504.0,-34586.0,-2096.0,12.0,-98.36956521739131
7813484495,"ООО ""ПСТ""",ОМСКАЯ,"644085, ОМСКАЯ, Омск, МИРА, 185, 5П",5801.0,-2719.0,23054.0,,,
7813489045,"ООО ""НОРД ВЭЙ""",САНКТ-ПЕТЕРБУРГ,"197706, САНКТ-ПЕТЕРБУРГ, СЕСТРОРЕЦК, ЧЕРНИЧНАЯ, 14, А",243457.0,15520.0,-3754.0,-23895.0,89.0,-99.96344323638262
7813491358,"ООО ""АПИС""",САНКТ-ПЕТЕРБУРГ,"191036, САНКТ-ПЕТЕРБУРГ, ЛИГОВСКИЙ, 50, О, №140/5",315.0,130.0,-2723.0,279.0,,
7813497720,"ООО ""СТРОЙЭСТЕТ""",САНКТ-ПЕТЕРБУРГ,"198412, САНКТ-ПЕТЕРБУРГ, ЛОМОНОСОВ, ДВОРЦОВЫЙ, 55/8, А, 13",3996.0,4074.0,6674.0,6923.0,920.0,-76.97697697697697
7813512713,"ООО ""АИК ЭНЕРГО""",САНКТ-ПЕТЕРБУРГ,"191015, САНКТ-ПЕТЕРБУРГ, 9-Я СОВЕТСКАЯ, 4-6, А, 1-Н",504.0,1231.0,3019.0,1379.0,3806.0,655.1587301587301
7813540090,"ООО ""СТРОЙБИЗНЕСРЕСУРС""",САНКТ-ПЕТЕРБУРГ,"195279, САНКТ-ПЕТЕРБУРГ, ИНДУСТРИАЛЬНЫЙ, 44, 2, 10-Н",1582.0,1174.0,1017.0,-422757.0,-1028.0,-164.9810366624526
7813561260,"ООО ""КИТ""",САНКТ-ПЕТЕРБУРГ,"197022, САНКТ-ПЕТЕРБУРГ, ПРОФЕССОРА ПОПОВА, 23, В, 17-Н КАБИНЕТ 408",36863.0,47655.0,65906.0,71805.0,56326.0,52.7981987358598
7813565384,"ООО ""АЛЬЯНС ПИ""",САНКТ-ПЕТЕРБУРГ,"198095, САНКТ-ПЕТЕРБУРГ, ХИМИЧЕСКИЙ, 1, П, 23-Н, ЧАСТЬ ПОМ. №35, ОФИС 100",8187.0,1780.0,315.0,15334.0,22449.0,174.2030047636497
7813570948,"ООО ""ЕВРОСТРОЙ-РАЗВИТИЕ""",САНКТ-ПЕТЕРБУРГ,"197198, САНКТ-ПЕТЕРБУРГ, ПИОНЕРСКАЯ, 30, Б, 1-Н",10298.0,5851.0,159.0,-51834.0,-4346.0,-142.20236939211497
7813574910,"ООО ""АЛЮР-РЕКОНСТРУКЦИЯ""",САНКТ-ПЕТЕРБУРГ,"197198, САНКТ-ПЕТЕРБУРГ, КРАСНОСЕЛЬСКАЯ, 16, 5Н",8240.0,7878.0,-5423.0,3653.0,19560.0,137.37864077669903
7813576080,"ООО ""СМК ""АС-ГАРАНТ""",САНКТ-ПЕТЕРБУРГ,"197349, САНКТ-ПЕТЕРБУРГ, КОМЕНДАНТСКИЙ, 4, А, 614",-338.0,0.0,0.0,,,
7813580110,"ООО ""РЭС""",САНКТ-ПЕТЕРБУРГ,"194295, САНКТ-ПЕТЕРБУРГ, ПОЭТИЧЕСКИЙ, 2, А, № 894",56.0,211.0,2224.0,9395.0,1592.0,2742.8571428571427
7813583087,"ООО ""ПГС""",САНКТ-ПЕТЕРБУРГ,"197046, САНКТ-ПЕТЕРБУРГ, БОЛЬШАЯ ПОСАДСКАЯ, 16, А, 4-Н",10335.0,19615.0,17435.0,8521.0,2257.0,-78.16158684083211
7813595195,"ООО ""ЛИНЕЙНЫЙ ГОРОД""",САНКТ-ПЕТЕРБУРГ,"199034, САНКТ-ПЕТЕРБУРГ, 17-Я В.О., 4-6, Е, 1Н-4Н, ОФИС Т-415-1",1482.0,-60776.0,358.0,-2682.0,-341.0,-123.00944669365721
7813609810,"ООО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ЕВРОИНВЕСТ ДЕВЕЛОПМЕНТ СПБ""",ЛЕНИНГРАДСКАЯ,"188678, ЛЕНИНГРАДСКАЯ, ВСЕВОЛОЖСКИЙ, МУРИНО, МЕНДЕЛЕЕВА, 8, 20-Н",2745.0,367215.0,651575.0,343617.0,56.0,-97.959927140255
7813616374,"ООО ""СМП-804""",САНКТ-ПЕТЕРБУРГ,"197046, САНКТ-ПЕТЕРБУРГ, ПЕТРОГРАДСКАЯ, 34, А, 532",11261.0,4061.0,20035.0,36034.0,-10637.0,-194.4587514430335
7813636677,"ООО ""КОНСТРУКТИВ""",САНКТ-ПЕТЕРБУРГ,"199226, САНКТ-ПЕТЕРБУРГ, АЛЕКСАНДРА ГРИНА, 1, 1, 14-Н",844.0,-1661.0,675.0,-2136.0,-538.0,-163.7440758293839
7813637110,"ООО ""СК ""МОНОЛИТ""",САНКТ-ПЕТЕРБУРГ,"197198, САНКТ-ПЕТЕРБУРГ, РОПШИНСКАЯ, 1/32, А, 8Н/19Н",9255.0,9420.0,16388.0,16101.0,82380.0,790.1134521880065
7813637952,"ООО ""ВЫКУП НЕДВИЖИМОСТИ""",ТЮМЕНСКАЯ,"625000, ТЮМЕНСКАЯ, ТЮМЕНЬ, ЛЕНИНА, 38, 1, 2",19946.0,9395.0,-10076.0,,,
7813638762,"ООО ""НОВАТОН СЕВЕРО-ЗАПАД""",САНКТ-ПЕТЕРБУРГ,"197022, САНКТ-ПЕТЕРБУРГ, МЕДИКОВ, 9, Б, 13-Н,ОФИС 208",2379.0,9366.0,1392.0,-560.0,-3008.0,-226.4396805380412
7813643963,"ООО ""СТРОЙ-ИМПУЛЬС-ПФ""",САНКТ-ПЕТЕРБУРГ,"199178, САНКТ-ПЕТЕРБУРГ, 15-Я В.О., 84, 1, 31Н",-6507.0,84575.0,-8686.0,-27410.0,-38933.0,-498.324880897495
7813645840,"ООО ""ПРОФ-РЕСУРС""",САНКТ-ПЕТЕРБУРГ,"197110, САНКТ-ПЕТЕРБУРГ, ЛЕВАШОВСКИЙ, 12, А, 15-Н",-41160.0,185.0,486.0,-246.0,-281.0,99.3172983479106
7813652189,"ООО ""СК ГОРИЗОНТ""",САНКТ-ПЕТЕРБУРГ,"197110, САНКТ-ПЕТЕРБУРГ, БОЛЬШАЯ РАЗНОЧИННАЯ, 14, А, 512",1560.0,7944.0,4111.0,656.0,-22.0,-101.41025641025641
7813654027,"ООО ""ТЕХНОПАРК""",САНКТ-ПЕТЕРБУРГ,"197136, САНКТ-ПЕТЕРБУРГ, ЛЕНИНА, 42, А, 1-7",2721.0,2167.0,1439.0,478.0,173.0,-93.64204336640941
7813660616,"ООО ""Л1СТРОЙ ЮГ""",САНКТ-ПЕТЕРБУРГ,"197110, САНКТ-ПЕТЕРБУРГ, ГЛУХАЯ ЗЕЛЕНИНА, 2, А, 2-Н",,577.0,-5251.0,-5009.0,-766.0,
7814027004,"АО ""ДИАПАЗОН""",САНКТ-ПЕТЕРБУРГ,"191036, САНКТ-ПЕТЕРБУРГ, 5-Я СОВЕТСКАЯ, 28, А, 1-Н",8.0,12025.0,803.0,0.0,,
7814102075,"ООО ""СЕВЕР-КОМПЛЕКТ""",САНКТ-ПЕТЕРБУРГ,"196191, САНКТ-ПЕТЕРБУРГ, КОНСТИТУЦИИ, 7, А, 18Н, ОФ. 715 ЧАСТЬ №2",35531.0,31786.0,30155.0,9987.0,24488.0,-31.07990205735836
7814120170,"ЗАО ""МЕГАЛИТ""",САНКТ-ПЕТЕРБУРГ,"197374, САНКТ-ПЕТЕРБУРГ, ТОРФЯНАЯ, 17, А",-7995.0,-382221.0,-28148.0,,,
7814127961,"ООО ""ЯЛТА""",САНКТ-ПЕТЕРБУРГ,"197136, САНКТ-ПЕТЕРБУРГ, ПРОФЕССОРА ПОПОВА, 38, А",16734.0,33391.0,976.0,1240.0,123.0,-99.26496952312657
7814129214,"ООО ""СТРОЙ ТЕХНО ПЛЮС""",САНКТ-ПЕТЕРБУРГ,"195197, САНКТ-ПЕТЕРБУРГ, ПОЛЮСТРОВСКИЙ, 74, А, 1-Н",37284.0,28341.0,4920.0,984.0,799.0,-97.85698959339126
7814139149,"ООО ""ВЕГА""",САНКТ-ПЕТЕРБУРГ,"191119, САНКТ-ПЕТЕРБУРГ, СОЦИАЛИСТИЧЕСКАЯ, 15, А, 4-Н ОФИС 1",-7043.0,10053.0,-159.0,0.0,-9.0,99.87221354536419
